,date,price,bedrooms,bathrooms,sqft_living,floors,view,condition,yr_built,zipcode,lat,long,yr_bin,zip_bin,bed_cat,floor_cat,condition_cat,view_cat,baths
16320,2014-11-12,745000.0,4,2.5,3130,2.0,0.0,3,1990,98075,47.56,-122.04,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16321,2014-09-26,1350000.0,4,3.5,3500,2.0,0.0,3,1999,98040,47.5641,-122.221,90s,"(98038.0, 98042.0]",4,2.0,3,0.0,3-4
16322,2014-10-20,350000.0,3,1.75,2130,1.0,0.0,4,1956,98166,47.4593,-122.34299999999999,50s,"(98155.0, 98177.0]",3,1.0,4,0.0,1-2
16323,2014-06-19,475000.0,3,2.5,950,2.0,0.0,3,2003,98102,47.6226,-122.319,00s,"(98075.0, 98103.0]",3,2.0,3,0.0,2-3
16324,2014-09-18,540000.0,3,2.5,1720,2.0,0.0,3,1987,98052,47.6791,-122.113,80s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
16325,2014-05-28,175000.0,2,1.0,830,1.0,0.0,3,1996,98038,47.3839,-122.038,90s,"(98033.0, 98038.0]",2,1.0,3,0.0,0-1
16326,2014-07-03,100000.0,2,0.75,660,1.0,0.0,4,1912,98032,47.3881,-122.234,pre-20s,"(98029.0, 98033.0]",2,1.0,4,0.0,0-1
16328,2014-05-07,280000.0,3,2.5,1600,2.0,0.0,3,2000,98001,47.3303,-122.26899999999999,90s,"(98000.999, 98004.0]",3,2.0,3,0.0,2-3
16329,2014-06-27,1050000.0,4,4.25,4390,2.0,3.0,3,2003,98029,47.5566,-122.02600000000001,00s,"(98023.0, 98029.0]",4,2.0,3,3.0,4-5
16330,2014-07-09,486000.0,4,2.5,3560,2.0,0.0,3,1988,98023,47.3019,-122.34100000000001,80s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
16332,2014-07-23,480000.0,3,2.5,1640,2.0,0.0,3,1987,98029,47.5684,-122.01799999999999,80s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
16333,2014-05-07,440000.0,3,1.75,1500,1.0,0.0,4,1947,98118,47.5689,-122.28399999999999,40s,"(98115.0, 98118.0]",3,1.0,4,0.0,1-2
16334,2014-09-05,1500000.0,3,3.25,3990,2.0,2.0,3,1922,98144,47.5744,-122.28299999999999,20s,"(98133.0, 98155.0]",3,2.0,3,2.0,3-4
16335,2014-06-09,743700.0,4,2.5,2610,2.0,0.0,3,1988,98053,47.6662,-122.057,80s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
16336,2014-08-14,449950.0,3,1.75,1470,1.0,0.0,3,1988,98117,47.6964,-122.36200000000001,80s,"(98115.0, 98118.0]",3,1.0,3,0.0,1-2
16337,2014-05-19,367000.0,2,1.0,700,1.0,0.0,3,1945,98117,47.701,-122.39,40s,"(98115.0, 98118.0]",2,1.0,3,0.0,0-1
16338,2014-12-01,1190000.0,4,3.25,3960,2.0,0.0,3,2001,98059,47.5211,-122.15100000000001,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,3-4
16339,2015-05-01,201000.0,3,1.0,900,1.0,0.0,4,1959,98002,47.2881,-122.22,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
16340,2014-12-23,575000.0,3,1.75,2010,2.0,0.0,2,1922,98112,47.6408,-122.307,20s,"(98107.0, 98115.0]",3,2.0,2,0.0,1-2
16341,2015-04-15,295000.0,3,2.5,1940,1.0,0.0,3,1979,98001,47.3385,-122.256,70s,"(98000.999, 98004.0]",3,1.0,3,0.0,2-3
16342,2015-02-20,190000.0,3,1.0,1510,1.0,0.0,4,1946,98002,47.3015,-122.21600000000001,40s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
16343,2015-05-07,742500.0,2,3.0,2020,1.0,0.0,3,1952,98117,47.6758,-122.375,50s,"(98115.0, 98118.0]",2,1.0,3,0.0,2-3
16345,2015-04-21,1390000.0,4,3.5,4010,2.0,3.0,4,1990,98040,47.5359,-122.213,80s,"(98038.0, 98042.0]",4,2.0,4,3.0,3-4
16346,2014-06-19,600000.0,4,2.25,3070,2.0,0.0,4,1970,98034,47.7316,-122.169,60s,"(98033.0, 98038.0]",4,2.0,4,0.0,2-3
16347,2014-09-22,207000.0,3,1.5,1460,1.0,0.0,3,1956,98003,47.3253,-122.29799999999999,50s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
16348,2015-04-21,650000.0,4,2.75,3260,2.0,0.0,3,2003,98065,47.5414,-121.86399999999999,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
16349,2015-05-12,275000.0,2,1.0,830,1.0,0.0,3,1922,98126,47.5674,-122.367,20s,"(98125.0, 98133.0]",2,1.0,3,0.0,0-1
16350,2015-04-08,1200000.0,4,2.5,2390,2.0,0.0,3,1924,98102,47.6272,-122.318,20s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
16351,2014-10-14,262500.0,3,2.0,1130,1.0,0.0,4,1944,98166,47.4779,-122.34200000000001,40s,"(98155.0, 98177.0]",3,1.0,4,0.0,1-2
16352,2014-09-25,399000.0,2,1.0,1120,1.0,0.0,3,1946,98125,47.7034,-122.307,40s,"(98118.0, 98125.0]",2,1.0,3,0.0,0-1
16353,2015-02-24,139000.0,4,1.5,1410,1.0,0.0,4,1966,98030,47.3736,-122.18799999999999,60s,"(98029.0, 98033.0]",4,1.0,4,0.0,1-2
16354,2014-08-26,575000.0,3,2.5,1750,2.0,0.0,4,1991,98033,47.6954,-122.199,90s,"(98029.0, 98033.0]",3,2.0,4,0.0,2-3
16355,2014-11-20,580000.0,2,1.0,1040,1.0,0.0,3,1926,98103,47.6558,-122.334,20s,"(98075.0, 98103.0]",2,1.0,3,0.0,0-1
16356,2014-07-25,468000.0,3,2.25,1630,2.0,0.0,3,2004,98053,47.6807,-122.031,00s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
16357,2015-03-10,230000.0,3,1.0,1380,1.0,0.0,4,1963,98023,47.3196,-122.351,60s,"(98010.0, 98023.0]",3,1.0,4,0.0,0-1
16358,2014-05-07,675000.0,4,4.0,3680,2.0,0.0,3,1990,98074,47.6193,-122.014,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,3-4
16359,2014-10-10,318000.0,3,1.0,1250,1.0,0.0,3,1970,98072,47.7514,-122.10799999999999,60s,"(98070.0, 98075.0]",3,1.0,3,0.0,0-1
16361,2015-03-17,175000.0,2,1.0,620,1.0,0.0,3,1963,98168,47.4862,-122.33,60s,"(98155.0, 98177.0]",2,1.0,3,0.0,0-1
16362,2014-08-05,817000.0,4,2.25,2600,2.0,0.0,4,1979,98006,47.5533,-122.156,70s,"(98004.0, 98010.0]",4,2.0,4,0.0,2-3
16363,2015-04-08,1200000.0,4,3.0,2150,2.0,0.0,3,1953,98039,47.6335,-122.236,50s,"(98038.0, 98042.0]",4,2.0,3,0.0,2-3
16364,2015-04-20,525000.0,3,1.75,1470,1.0,2.0,3,1916,98126,47.5463,-122.381,pre-20s,"(98125.0, 98133.0]",3,1.0,3,2.0,1-2
16365,2015-02-11,189000.0,3,1.0,1380,1.5,0.0,5,1915,98002,47.3006,-122.223,pre-20s,"(98000.999, 98004.0]",3,1.5,5,0.0,0-1
16366,2015-03-05,629950.0,3,2.5,1680,2.0,0.0,3,2014,98119,47.6425,-122.374,10s,"(98118.0, 98125.0]",3,2.0,3,0.0,2-3
16367,2015-03-10,641500.0,1,1.0,1000,1.0,3.0,3,1950,98146,47.5007,-122.382,40s,"(98133.0, 98155.0]",1,1.0,3,3.0,0-1
16368,2014-09-12,490000.0,3,2.25,1630,1.0,2.0,3,1983,98034,47.7273,-122.211,80s,"(98033.0, 98038.0]",3,1.0,3,2.0,2-3
16369,2015-02-18,415000.0,3,1.75,1790,1.0,0.0,3,1976,98072,47.7362,-122.17200000000001,70s,"(98070.0, 98075.0]",3,1.0,3,0.0,1-2
16370,2014-10-15,250000.0,2,1.0,890,1.0,0.0,3,1951,98115,47.691,-122.303,50s,"(98107.0, 98115.0]",2,1.0,3,0.0,0-1
16371,2014-08-20,781000.0,3,1.5,1290,1.0,0.0,4,1952,98004,47.6296,-122.205,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
16372,2014-06-20,400000.0,4,2.25,2420,1.0,0.0,4,1973,98133,47.7583,-122.34299999999999,70s,"(98125.0, 98133.0]",4,1.0,4,0.0,2-3
16373,2014-08-20,935000.0,4,3.0,3680,2.0,2.0,3,2008,98115,47.6956,-122.311,00s,"(98107.0, 98115.0]",4,2.0,3,2.0,2-3
16374,2014-05-15,575000.0,4,2.5,3020,1.0,0.0,3,1979,98155,47.7735,-122.281,70s,"(98133.0, 98155.0]",4,1.0,3,0.0,2-3
16375,2014-10-15,1660000.0,4,3.25,4240,2.0,2.0,3,2006,98033,47.6526,-122.191,00s,"(98029.0, 98033.0]",4,2.0,3,2.0,3-4
16377,2015-05-07,355000.0,2,1.0,900,1.0,0.0,3,1940,98126,47.5467,-122.37700000000001,30s,"(98125.0, 98133.0]",2,1.0,3,0.0,0-1
16378,2014-06-17,1540000.0,3,2.25,2880,1.0,2.0,3,1958,98033,47.6938,-122.215,50s,"(98029.0, 98033.0]",3,1.0,3,2.0,2-3
16379,2015-03-30,926250.0,4,1.75,2390,1.0,0.0,4,1964,98040,47.5755,-122.21799999999999,60s,"(98038.0, 98042.0]",4,1.0,4,0.0,1-2
16380,2015-03-23,300000.0,3,1.75,1450,1.0,0.0,4,1955,98166,47.4569,-122.354,50s,"(98155.0, 98177.0]",3,1.0,4,0.0,1-2
16381,2014-07-21,361500.0,3,1.75,1070,1.0,0.0,4,1978,98052,47.6984,-122.132,70s,"(98042.0, 98053.0]",3,1.0,4,0.0,1-2
16382,2014-11-05,616000.0,3,1.5,1740,1.0,0.0,4,1963,98040,47.5748,-122.23700000000001,60s,"(98038.0, 98042.0]",3,1.0,4,0.0,1-2
16383,2015-04-13,395000.0,2,1.75,1210,2.0,0.0,3,2014,98029,47.5513,-121.99799999999999,10s,"(98023.0, 98029.0]",2,2.0,3,0.0,1-2
16384,2014-10-06,245000.0,3,1.5,2100,1.0,0.0,4,1954,98198,47.4222,-122.331,50s,"(98177.0, 98199.0]",3,1.0,4,0.0,1-2
16385,2014-06-03,206000.0,3,1.0,1060,1.0,0.0,4,1962,98023,47.2878,-122.35799999999999,60s,"(98010.0, 98023.0]",3,1.0,4,0.0,0-1
16386,2014-10-13,706000.0,4,2.5,3280,1.0,0.0,3,1972,98188,47.426,-122.285,70s,"(98177.0, 98199.0]",4,1.0,3,0.0,2-3
16387,2015-01-26,578000.0,3,1.5,1660,1.5,0.0,3,1937,98199,47.6409,-122.40100000000001,30s,"(98177.0, 98199.0]",3,1.5,3,0.0,1-2
16389,2014-12-11,305000.0,3,1.0,1150,1.0,0.0,2,1922,98033,47.6755,-122.177,20s,"(98029.0, 98033.0]",3,1.0,2,0.0,0-1
16390,2014-10-10,575000.0,3,2.75,1710,1.0,0.0,3,1909,98119,47.641999999999996,-122.36,pre-20s,"(98118.0, 98125.0]",3,1.0,3,0.0,2-3
16391,2014-05-20,330000.0,3,1.0,1180,1.0,0.0,4,1959,98027,47.5278,-122.06299999999999,50s,"(98023.0, 98029.0]",3,1.0,4,0.0,0-1
16392,2015-01-07,445000.0,4,2.25,2130,2.0,0.0,3,1972,98034,47.7152,-122.16799999999999,70s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16393,2014-08-18,333000.0,3,1.0,1050,1.0,0.0,3,1951,98126,47.525,-122.37100000000001,50s,"(98125.0, 98133.0]",3,1.0,3,0.0,0-1
16394,2014-08-07,598500.0,4,2.5,2520,2.0,0.0,3,2005,98027,47.5401,-122.07,00s,"(98023.0, 98029.0]",4,2.0,3,0.0,2-3
16395,2014-10-14,225000.0,2,1.0,700,1.0,0.0,3,1943,98055,47.4671,-122.212,40s,"(98053.0, 98058.0]",2,1.0,3,0.0,0-1
16396,2014-07-14,570000.0,4,2.5,2640,2.0,0.0,3,1998,98074,47.6038,-122.02,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16399,2015-01-21,760000.0,4,3.5,3720,2.0,3.0,3,2004,98065,47.536,-121.85799999999999,00s,"(98058.0, 98070.0]",4,2.0,3,3.0,3-4
16401,2014-07-29,595000.0,4,2.5,2910,2.0,0.0,3,1998,98065,47.5354,-121.869,90s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
16402,2014-10-13,321000.0,4,1.0,1300,1.0,0.0,4,1941,98056,47.5029,-122.18799999999999,40s,"(98053.0, 98058.0]",4,1.0,4,0.0,0-1
16403,2015-03-26,653000.0,3,2.25,2770,2.0,0.0,3,1985,98072,47.775,-122.124,80s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
16404,2014-07-29,750000.0,4,1.75,2520,1.0,4.0,3,1960,98146,47.4996,-122.37799999999999,50s,"(98133.0, 98155.0]",4,1.0,3,4.0,1-2
16405,2014-05-07,530000.0,3,1.0,1340,1.0,0.0,3,1910,98105,47.6633,-122.324,pre-20s,"(98103.0, 98107.0]",3,1.0,3,0.0,0-1
16406,2014-06-09,352750.0,2,1.75,1060,2.0,0.0,3,2008,98144,47.5999,-122.3,00s,"(98133.0, 98155.0]",2,2.0,3,0.0,1-2
16407,2015-02-04,424950.0,4,2.5,2480,2.0,0.0,3,1992,98038,47.381,-122.03299999999999,90s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16409,2014-08-05,558000.0,4,2.5,3220,2.0,0.0,3,2000,98118,47.5434,-122.27,90s,"(98115.0, 98118.0]",4,2.0,3,0.0,2-3
16410,2014-11-10,438200.0,2,2.0,1600,1.0,0.0,3,1954,98115,47.6968,-122.279,50s,"(98107.0, 98115.0]",2,1.0,3,0.0,1-2
16411,2014-09-29,340000.0,1,1.0,640,1.0,0.0,3,1918,98136,47.5551,-122.382,pre-20s,"(98133.0, 98155.0]",1,1.0,3,0.0,0-1
16412,2014-08-28,830005.0,4,3.75,3610,3.0,0.0,3,1994,98117,47.6992,-122.385,90s,"(98115.0, 98118.0]",4,3.0,3,0.0,3-4
16413,2014-09-09,548000.0,4,3.25,3420,2.0,0.0,3,2008,98019,47.732,-121.98200000000001,00s,"(98010.0, 98023.0]",4,2.0,3,0.0,3-4
16414,2014-06-04,411715.0,3,1.75,1840,1.0,0.0,5,1952,98108,47.5585,-122.31700000000001,50s,"(98107.0, 98115.0]",3,1.0,5,0.0,1-2
16415,2014-10-28,865000.0,4,4.0,2790,2.0,0.0,4,1999,98005,47.6033,-122.155,90s,"(98004.0, 98010.0]",4,2.0,4,0.0,3-4
16417,2014-06-18,688000.0,3,3.0,3450,2.0,0.0,3,1983,98074,47.6319,-122.041,80s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
16418,2015-03-17,399950.0,4,2.5,2350,2.0,0.0,3,2003,98038,47.3507,-122.007,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16419,2015-03-27,555000.0,3,1.0,1250,1.5,0.0,3,1903,98115,47.6757,-122.32700000000001,pre-20s,"(98107.0, 98115.0]",3,1.5,3,0.0,0-1
16420,2014-05-22,677000.0,3,2.0,2000,1.0,0.0,4,1916,98103,47.6561,-122.34100000000001,pre-20s,"(98075.0, 98103.0]",3,1.0,4,0.0,1-2
16421,2014-06-06,539000.0,3,2.0,2260,1.0,0.0,3,1985,98074,47.6457,-122.05799999999999,80s,"(98070.0, 98075.0]",3,1.0,3,0.0,1-2
16422,2014-08-19,410000.0,3,1.75,1510,1.0,0.0,4,1939,98144,47.5938,-122.315,30s,"(98133.0, 98155.0]",3,1.0,4,0.0,1-2
16423,2015-03-10,472000.0,2,2.25,1800,2.0,0.0,4,1979,98008,47.6104,-122.113,70s,"(98004.0, 98010.0]",2,2.0,4,0.0,2-3
16424,2014-10-26,755000.0,3,2.5,2420,1.0,3.0,3,1957,98118,47.5405,-122.26299999999999,50s,"(98115.0, 98118.0]",3,1.0,3,3.0,2-3
16426,2014-07-22,667400.0,4,2.5,2660,2.0,0.0,4,1977,98072,47.7532,-122.139,70s,"(98070.0, 98075.0]",4,2.0,4,0.0,2-3
16427,2014-10-30,1220000.0,3,2.25,2640,1.0,0.0,3,1995,98004,47.6224,-122.195,90s,"(98000.999, 98004.0]",3,1.0,3,0.0,2-3
16428,2014-06-30,544000.0,3,2.5,1460,2.0,0.0,3,2007,98117,47.6781,-122.375,00s,"(98115.0, 98118.0]",3,2.0,3,0.0,2-3
16429,2015-04-28,800000.0,2,1.0,1570,1.5,3.0,4,1924,98144,47.5955,-122.294,20s,"(98133.0, 98155.0]",2,1.5,4,3.0,0-1
16430,2014-08-22,315000.0,3,1.0,1010,1.0,0.0,4,1975,98074,47.6172,-122.061,70s,"(98070.0, 98075.0]",3,1.0,4,0.0,0-1
16431,2014-06-10,227000.0,4,1.0,1200,1.5,0.0,3,1944,98178,47.4951,-122.24799999999999,40s,"(98177.0, 98199.0]",4,1.5,3,0.0,0-1
16432,2014-10-20,765000.0,4,2.5,4040,2.0,0.0,3,2000,98038,47.4579,-122.068,90s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16433,2014-07-02,625000.0,3,3.0,1820,3.0,0.0,3,2006,98119,47.6482,-122.35799999999999,00s,"(98118.0, 98125.0]",3,3.0,3,0.0,2-3
16434,2014-09-02,1880000.0,4,5.0,5810,2.0,0.0,3,2004,98033,47.6878,-122.212,00s,"(98029.0, 98033.0]",4,2.0,3,0.0,4-5
16435,2015-02-11,822600.0,4,2.5,3010,1.0,2.0,3,1979,98006,47.5519,-122.156,70s,"(98004.0, 98010.0]",4,1.0,3,2.0,2-3
16436,2015-04-23,515000.0,4,2.5,1910,1.0,0.0,4,1970,98011,47.7374,-122.18299999999999,60s,"(98010.0, 98023.0]",4,1.0,4,0.0,2-3
16437,2015-05-12,377000.0,4,2.0,1640,1.0,0.0,4,1982,98106,47.5545,-122.35600000000001,80s,"(98103.0, 98107.0]",4,1.0,4,0.0,1-2
16438,2015-03-04,600000.0,3,1.0,1480,1.0,1.0,3,1954,98136,47.5179,-122.387,50s,"(98133.0, 98155.0]",3,1.0,3,1.0,0-1
16439,2014-11-14,525300.0,4,1.75,2520,1.0,0.0,3,1965,98177,47.7721,-122.37200000000001,60s,"(98155.0, 98177.0]",4,1.0,3,0.0,1-2
16440,2014-08-14,760000.0,4,3.0,2840,1.0,2.0,4,1974,98034,47.7153,-122.257,70s,"(98033.0, 98038.0]",4,1.0,4,2.0,2-3
16441,2014-12-29,202000.0,2,1.0,840,1.0,0.0,4,1907,98032,47.3769,-122.23700000000001,pre-20s,"(98029.0, 98033.0]",2,1.0,4,0.0,0-1
16442,2014-06-19,470000.0,3,2.0,1730,1.0,0.0,3,1997,98038,47.4164,-121.95100000000001,90s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
16443,2014-07-25,810000.0,3,2.5,3140,2.0,0.0,3,1991,98075,47.5595,-122.04,90s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
16444,2015-03-16,175000.0,3,1.0,1480,1.0,0.0,3,1967,98188,47.4585,-122.28299999999999,60s,"(98177.0, 98199.0]",3,1.0,3,0.0,0-1
16445,2014-10-15,440000.0,4,1.75,1920,1.0,0.0,3,1952,98125,47.7209,-122.318,50s,"(98118.0, 98125.0]",4,1.0,3,0.0,1-2
16446,2015-03-30,197000.0,2,1.0,770,1.0,0.0,2,1951,98146,47.5075,-122.35799999999999,50s,"(98133.0, 98155.0]",2,1.0,2,0.0,0-1
16447,2015-03-06,254000.0,3,1.0,1010,1.0,2.0,5,1943,98056,47.4905,-122.191,40s,"(98053.0, 98058.0]",3,1.0,5,2.0,0-1
16448,2014-06-20,405000.0,3,1.0,1460,1.5,0.0,3,2002,98074,47.6214,-122.06299999999999,00s,"(98070.0, 98075.0]",3,1.5,3,0.0,0-1
16449,2015-03-27,416000.0,2,1.0,940,1.0,0.0,5,1949,98126,47.5314,-122.37799999999999,40s,"(98125.0, 98133.0]",2,1.0,5,0.0,0-1
16450,2014-09-19,779950.0,4,2.75,2840,3.0,0.0,3,2014,98052,47.7103,-122.10799999999999,10s,"(98042.0, 98053.0]",4,3.0,3,0.0,2-3
16451,2015-01-12,200000.0,4,2.75,1910,1.0,0.0,4,1980,98030,47.3693,-122.169,70s,"(98029.0, 98033.0]",4,1.0,4,0.0,2-3
16452,2014-07-17,658100.0,4,2.5,2430,2.0,0.0,3,1992,98029,47.5714,-121.991,90s,"(98023.0, 98029.0]",4,2.0,3,0.0,2-3
16453,2014-07-14,397000.0,2,1.75,1610,1.0,0.0,3,1996,98118,47.5565,-122.275,90s,"(98115.0, 98118.0]",2,1.0,3,0.0,1-2
16454,2014-10-15,815000.0,3,3.75,2780,2.0,0.0,3,1999,98007,47.5939,-122.15,90s,"(98004.0, 98010.0]",3,2.0,3,0.0,3-4
16455,2014-10-16,345000.0,2,1.0,1160,1.0,0.0,4,1949,98155,47.7364,-122.295,40s,"(98133.0, 98155.0]",2,1.0,4,0.0,0-1
16456,2014-09-24,305500.0,4,2.5,1850,2.0,0.0,4,1989,98031,47.4031,-122.17200000000001,80s,"(98029.0, 98033.0]",4,2.0,4,0.0,2-3
16457,2014-07-08,340000.0,3,2.25,2120,1.0,0.0,3,1997,98002,47.29600000000001,-122.219,90s,"(98000.999, 98004.0]",3,1.0,3,0.0,2-3
16459,2015-04-21,269000.0,4,2.5,2060,2.0,0.0,3,2004,98198,47.361999999999995,-122.309,00s,"(98177.0, 98199.0]",4,2.0,3,0.0,2-3
16460,2014-06-12,349950.0,3,1.0,1060,1.0,0.0,3,1966,98052,47.6855,-122.111,60s,"(98042.0, 98053.0]",3,1.0,3,0.0,0-1
16461,2015-03-04,431000.0,3,1.0,1500,1.0,0.0,4,1953,98125,47.7281,-122.311,50s,"(98118.0, 98125.0]",3,1.0,4,0.0,0-1
16462,2014-10-17,735000.0,4,1.75,2380,2.0,1.0,4,1946,98105,47.6656,-122.271,40s,"(98103.0, 98107.0]",4,2.0,4,1.0,1-2
16464,2014-05-20,619500.0,3,2.5,1700,2.0,0.0,3,1992,98122,47.6078,-122.292,90s,"(98118.0, 98125.0]",3,2.0,3,0.0,2-3
16465,2014-10-30,675000.0,3,1.75,1240,1.0,0.0,4,1957,98033,47.6919,-122.21,50s,"(98029.0, 98033.0]",3,1.0,4,0.0,1-2
16466,2015-04-23,380500.0,3,1.0,1410,1.0,0.0,4,1971,98034,47.7303,-122.19200000000001,70s,"(98033.0, 98038.0]",3,1.0,4,0.0,0-1
16467,2014-06-17,253000.0,3,1.5,880,1.0,0.0,5,1945,98178,47.5002,-122.24700000000001,40s,"(98177.0, 98199.0]",3,1.0,5,0.0,1-2
16468,2014-05-28,157500.0,2,1.0,740,1.0,0.0,3,1949,98031,47.4217,-122.197,40s,"(98029.0, 98033.0]",2,1.0,3,0.0,0-1
16469,2014-06-09,627000.0,4,2.0,2030,1.0,0.0,4,1976,98052,47.6658,-122.149,70s,"(98042.0, 98053.0]",4,1.0,4,0.0,1-2
16470,2014-09-24,469500.0,4,2.5,2090,1.0,0.0,4,2001,98034,47.726000000000006,-122.221,00s,"(98033.0, 98038.0]",4,1.0,4,0.0,2-3
16471,2014-06-19,319950.0,2,1.0,920,1.0,0.0,3,1939,98146,47.5015,-122.38,30s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
16472,2015-02-18,249500.0,3,1.0,1180,1.0,0.0,4,1968,98058,47.4249,-122.178,60s,"(98053.0, 98058.0]",3,1.0,4,0.0,0-1
16473,2015-02-23,485000.0,3,1.0,1260,1.5,0.0,3,1907,98119,47.644,-122.369,pre-20s,"(98118.0, 98125.0]",3,1.5,3,0.0,0-1
16475,2014-06-28,314500.0,3,1.75,1700,1.0,0.0,3,1978,98038,47.3637,-122.057,70s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
16476,2015-04-03,220000.0,2,1.0,770,1.0,0.0,3,1948,98155,47.7467,-122.3,40s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
16477,2014-11-24,444950.0,3,2.5,2020,1.0,0.0,4,1958,98133,47.7368,-122.337,50s,"(98125.0, 98133.0]",3,1.0,4,0.0,2-3
16478,2014-08-25,598000.0,4,2.5,2030,1.0,0.0,3,1985,98115,47.6892,-122.3,80s,"(98107.0, 98115.0]",4,1.0,3,0.0,2-3
16479,2014-06-16,699850.0,4,3.5,2690,2.0,0.0,3,2002,98075,47.599,-121.973,00s,"(98070.0, 98075.0]",4,2.0,3,0.0,3-4
16480,2014-05-08,595000.0,3,2.5,1750,2.0,0.0,4,1991,98033,47.6953,-122.199,90s,"(98029.0, 98033.0]",3,2.0,4,0.0,2-3
16481,2014-12-18,735000.0,4,2.5,3270,2.0,0.0,3,1993,98053,47.6303,-121.984,90s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
16482,2014-05-09,542500.0,4,2.5,2330,2.0,0.0,4,1978,98007,47.5916,-122.148,70s,"(98004.0, 98010.0]",4,2.0,4,0.0,2-3
16483,2015-05-12,450000.0,3,1.75,1720,1.0,0.0,3,1978,98052,47.6972,-122.12899999999999,70s,"(98042.0, 98053.0]",3,1.0,3,0.0,1-2
16484,2014-07-28,298500.0,3,2.0,2420,1.0,0.0,4,1959,98188,47.4322,-122.291,50s,"(98177.0, 98199.0]",3,1.0,4,0.0,1-2
16485,2014-06-09,403950.0,2,1.0,710,2.0,0.0,4,1943,98102,47.6414,-122.329,40s,"(98075.0, 98103.0]",2,2.0,4,0.0,0-1
16486,2014-12-29,271000.0,2,1.0,710,1.0,0.0,4,1942,98106,47.5226,-122.351,40s,"(98103.0, 98107.0]",2,1.0,4,0.0,0-1
16487,2014-09-11,335000.0,2,1.0,1510,1.0,0.0,4,1923,98133,47.7038,-122.348,20s,"(98125.0, 98133.0]",2,1.0,4,0.0,0-1
16488,2014-12-16,305000.0,2,2.25,1610,2.0,0.0,5,1979,98056,47.5184,-122.196,70s,"(98053.0, 98058.0]",2,2.0,5,0.0,2-3
16489,2015-03-17,630000.0,3,3.0,1880,2.0,0.0,3,2007,98107,47.6666,-122.367,00s,"(98103.0, 98107.0]",3,2.0,3,0.0,2-3
16490,2014-06-03,253000.0,2,1.75,1220,1.0,0.0,5,1921,98055,47.4906,-122.204,20s,"(98053.0, 98058.0]",2,1.0,5,0.0,1-2
16491,2014-09-19,395000.0,4,1.75,2060,1.0,0.0,4,1957,98008,47.6028,-122.12,50s,"(98004.0, 98010.0]",4,1.0,4,0.0,1-2
16492,2014-10-17,265000.0,3,2.5,1340,1.0,0.0,4,1981,98042,47.3553,-122.149,80s,"(98038.0, 98042.0]",3,1.0,4,0.0,2-3
16493,2014-07-21,225000.0,2,1.0,1030,1.0,0.0,4,1959,98058,47.4565,-122.181,50s,"(98053.0, 98058.0]",2,1.0,4,0.0,0-1
16494,2014-09-17,338500.0,4,2.5,2717,2.0,0.0,3,2005,98001,47.3373,-122.266,00s,"(98000.999, 98004.0]",4,2.0,3,0.0,2-3
16495,2014-05-12,300000.0,2,1.75,1360,1.0,0.0,3,1975,98177,47.7295,-122.359,70s,"(98155.0, 98177.0]",2,1.0,3,0.0,1-2
16496,2014-08-20,255000.0,2,1.0,1260,2.0,0.0,3,1945,98178,47.5003,-122.24799999999999,40s,"(98177.0, 98199.0]",2,2.0,3,0.0,0-1
16497,2014-06-20,337000.0,4,3.0,2240,2.0,0.0,3,1992,98155,47.7348,-122.295,90s,"(98133.0, 98155.0]",4,2.0,3,0.0,2-3
16498,2015-04-16,324900.0,3,2.25,2080,2.0,0.0,3,1988,98092,47.261,-122.219,80s,"(98075.0, 98103.0]",3,2.0,3,0.0,2-3
