,price,sqft_living,bedrooms,bathrooms,floors,condition,view,yr_built,zipcode,yr_bin,zip_bin,baths,bed_cat,floor_cat,condition_cat,view_cat,lat,long,$/sqft,bath/bed,bath/sqft,bed/sqft
16036,399000.0,1620,3,1.75,1.5,5,0.0,1918,98178,pre-20s,"(98177.0, 98199.0]",1-2,3,1.5,5,0.0,47.5091,-122.262,246.2962962962963,0.5833333333333334,0.0010802469135802468,0.001851851851851852
16037,315450.0,1130,3,1.75,1.5,4,0.0,1908,98108,pre-20s,"(98107.0, 98115.0]",1-2,3,1.5,4,0.0,47.5254,-122.318,279.1592920353982,0.5833333333333334,0.0015486725663716814,0.002654867256637168
16038,600000.0,1310,3,1.0,1.5,3,0.0,1906,98103,pre-20s,"(98075.0, 98103.0]",0-1,3,1.5,3,0.0,47.6624,-122.34700000000001,458.01526717557255,0.3333333333333333,0.0007633587786259542,0.0022900763358778627
16039,247500.0,1710,4,2.0,1.0,4,0.0,1977,98042,70s,"(98038.0, 98042.0]",1-2,4,1.0,4,0.0,47.3634,-122.09,144.73684210526315,0.5,0.0011695906432748538,0.0023391812865497076
16040,330000.0,2140,3,1.0,1.0,3,0.0,1957,98118,50s,"(98115.0, 98118.0]",0-1,3,1.0,3,0.0,47.5494,-122.274,154.20560747663552,0.3333333333333333,0.00046728971962616824,0.0014018691588785046
16041,500000.0,2350,4,2.25,1.5,4,0.0,1972,98011,70s,"(98010.0, 98023.0]",2-3,4,1.5,4,0.0,47.7407,-122.18299999999999,212.7659574468085,0.5625,0.0009574468085106382,0.001702127659574468
16042,367500.0,1570,3,1.0,1.0,3,0.0,1963,98028,60s,"(98023.0, 98029.0]",0-1,3,1.0,3,0.0,47.736000000000004,-122.23100000000001,234.0764331210191,0.3333333333333333,0.0006369426751592356,0.001910828025477707
16043,560000.0,2780,3,2.5,1.0,3,0.0,1993,98045,90s,"(98042.0, 98053.0]",2-3,3,1.0,3,0.0,47.4798,-121.727,201.4388489208633,0.8333333333333334,0.0008992805755395684,0.001079136690647482
16044,655000.0,2540,4,1.75,1.0,3,3.0,1948,98116,40s,"(98115.0, 98118.0]",1-2,4,1.0,3,3.0,47.5709,-122.406,257.87401574803147,0.4375,0.0006889763779527559,0.0015748031496062992
16046,270000.0,2080,3,2.25,1.0,3,2.0,1993,98002,90s,"(98000.999, 98004.0]",2-3,3,1.0,3,2.0,47.2846,-122.19200000000001,129.80769230769232,0.75,0.0010817307692307693,0.0014423076923076924
16047,437500.0,1760,3,2.0,2.0,3,2.0,1988,98126,80s,"(98125.0, 98133.0]",1-2,3,2.0,3,2.0,47.5602,-122.37799999999999,248.57954545454547,0.6666666666666666,0.0011363636363636363,0.0017045454545454545
16048,575000.0,1760,3,1.75,1.0,3,0.0,1957,98005,50s,"(98004.0, 98010.0]",1-2,3,1.0,3,0.0,47.6347,-122.17299999999999,326.70454545454544,0.5833333333333334,0.0009943181818181817,0.0017045454545454545
16049,278000.0,1940,4,2.5,2.0,3,0.0,1990,98023,80s,"(98010.0, 98023.0]",2-3,4,2.0,3,0.0,47.2911,-122.353,143.29896907216494,0.625,0.001288659793814433,0.002061855670103093
16050,568500.0,3010,4,2.5,2.0,3,0.0,2000,98056,90s,"(98053.0, 98058.0]",2-3,4,2.0,3,0.0,47.5212,-122.19200000000001,188.8704318936877,0.625,0.0008305647840531562,0.00132890365448505
16051,280000.0,2460,4,3.0,1.0,3,0.0,2012,98168,10s,"(98155.0, 98177.0]",2-3,4,1.0,3,0.0,47.4889,-122.31700000000001,113.82113821138212,0.75,0.0012195121951219512,0.0016260162601626016
16052,250000.0,750,2,1.0,1.0,3,0.0,1920,98103,pre-20s,"(98075.0, 98103.0]",0-1,2,1.0,3,0.0,47.6938,-122.35600000000001,333.3333333333333,0.5,0.0013333333333333333,0.0026666666666666666
16053,247500.0,1300,3,0.75,1.0,3,0.0,1950,98006,40s,"(98004.0, 98010.0]",0-1,3,1.0,3,0.0,47.567,-122.124,190.3846153846154,0.25,0.000576923076923077,0.002307692307692308
16055,535000.0,2360,4,2.5,1.0,3,0.0,1986,98028,80s,"(98023.0, 98029.0]",2-3,4,1.0,3,0.0,47.7363,-122.25399999999999,226.6949152542373,0.625,0.001059322033898305,0.001694915254237288
16056,814842.0,3190,3,2.5,2.0,3,0.0,2014,98034,10s,"(98033.0, 98038.0]",2-3,3,2.0,3,0.0,47.7153,-122.221,255.43636363636364,0.8333333333333334,0.0007836990595611285,0.0009404388714733542
16057,340000.0,2181,4,2.5,2.0,3,0.0,2006,98001,00s,"(98000.999, 98004.0]",2-3,4,2.0,3,0.0,47.3503,-122.291,155.89179275561668,0.625,0.0011462631820265932,0.0018340210912425492
16058,359950.0,1890,3,1.75,2.0,4,0.0,1952,98133,50s,"(98125.0, 98133.0]",1-2,3,2.0,4,0.0,47.7676,-122.339,190.44973544973544,0.5833333333333334,0.000925925925925926,0.0015873015873015873
16059,750000.0,2610,3,1.75,1.5,3,0.0,1934,98117,30s,"(98115.0, 98118.0]",1-2,3,1.5,3,0.0,47.684,-122.376,287.35632183908046,0.5833333333333334,0.0006704980842911877,0.0011494252873563218
16060,1220000.0,3090,4,2.0,2.5,5,0.0,1918,98117,pre-20s,"(98115.0, 98118.0]",1-2,4,2.5,5,0.0,47.6851,-122.395,394.8220064724919,0.5,0.0006472491909385113,0.0012944983818770227
16061,370000.0,860,2,1.0,1.0,3,0.0,1956,98117,50s,"(98115.0, 98118.0]",0-1,2,1.0,3,0.0,47.6977,-122.365,430.2325581395349,0.5,0.0011627906976744186,0.002325581395348837
16062,329950.0,1000,3,1.0,1.0,3,0.0,1980,98058,70s,"(98053.0, 98058.0]",0-1,3,1.0,3,0.0,47.4405,-122.134,329.95,0.3333333333333333,0.001,0.003
16063,500000.0,2760,3,2.5,2.0,3,0.0,1990,98058,80s,"(98053.0, 98058.0]",2-3,3,2.0,3,0.0,47.465,-122.12299999999999,181.15942028985506,0.8333333333333334,0.0009057971014492754,0.0010869565217391304
16064,734000.0,3490,4,2.5,2.0,4,0.0,1990,98077,80s,"(98075.0, 98103.0]",2-3,4,2.0,4,0.0,47.7406,-122.07,210.31518624641834,0.625,0.0007163323782234957,0.001146131805157593
16065,385000.0,2960,4,2.5,2.0,3,0.0,2006,98038,00s,"(98033.0, 98038.0]",2-3,4,2.0,3,0.0,47.3601,-122.035,130.06756756756758,0.625,0.0008445945945945946,0.0013513513513513514
16066,230000.0,1280,2,1.0,1.0,3,0.0,1917,98118,pre-20s,"(98115.0, 98118.0]",0-1,2,1.0,3,0.0,47.5532,-122.28,179.6875,0.5,0.00078125,0.0015625
16067,1390000.0,3230,4,3.5,1.0,3,1.0,2000,98033,90s,"(98029.0, 98033.0]",3-4,4,1.0,3,1.0,47.6838,-122.212,430.3405572755418,0.875,0.00108359133126935,0.001238390092879257
16068,210000.0,1830,3,2.0,1.0,3,0.0,1953,98118,50s,"(98115.0, 98118.0]",1-2,3,1.0,3,0.0,47.5145,-122.27,114.75409836065573,0.6666666666666666,0.001092896174863388,0.001639344262295082
16069,293000.0,1420,3,1.75,1.0,4,0.0,1974,98059,70s,"(98058.0, 98070.0]",1-2,3,1.0,4,0.0,47.4608,-122.065,206.33802816901408,0.5833333333333334,0.0012323943661971832,0.002112676056338028
16070,465000.0,1580,3,1.0,1.5,3,0.0,1900,98117,pre-20s,"(98115.0, 98118.0]",0-1,3,1.5,3,0.0,47.6839,-122.361,294.30379746835445,0.3333333333333333,0.0006329113924050633,0.0018987341772151898
16071,449000.0,1960,3,2.25,1.0,3,0.0,1984,98028,80s,"(98023.0, 98029.0]",2-3,3,1.0,3,0.0,47.7769,-122.25299999999999,229.08163265306123,0.75,0.0011479591836734695,0.001530612244897959
16072,325000.0,1670,2,1.75,1.0,3,0.0,1965,98178,60s,"(98177.0, 98199.0]",1-2,2,1.0,3,0.0,47.4893,-122.229,194.61077844311376,0.875,0.0010479041916167664,0.0011976047904191617
16073,180000.0,1670,3,2.0,1.0,4,0.0,1958,98002,50s,"(98000.999, 98004.0]",1-2,3,1.0,4,0.0,47.3139,-122.212,107.78443113772455,0.6666666666666666,0.0011976047904191617,0.0017964071856287425
16075,665000.0,2420,4,2.75,1.0,5,0.0,1946,98177,40s,"(98155.0, 98177.0]",2-3,4,1.0,5,0.0,47.7042,-122.37100000000001,274.79338842975204,0.6875,0.0011363636363636363,0.001652892561983471
16076,324450.0,1420,3,2.0,1.0,3,0.0,1966,98166,60s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.478,-122.35799999999999,228.48591549295776,0.6666666666666666,0.0014084507042253522,0.002112676056338028
16077,588000.0,2170,4,1.75,1.0,3,2.0,1975,98116,70s,"(98115.0, 98118.0]",1-2,4,1.0,3,2.0,47.5668,-122.383,270.96774193548384,0.4375,0.0008064516129032258,0.0018433179723502304
16078,200000.0,1310,4,1.0,1.5,3,0.0,1945,98126,40s,"(98125.0, 98133.0]",0-1,4,1.5,3,0.0,47.5384,-122.37,152.67175572519085,0.25,0.0007633587786259542,0.0030534351145038168
16079,383000.0,1830,4,1.75,1.0,3,0.0,1962,98028,60s,"(98023.0, 98029.0]",1-2,4,1.0,3,0.0,47.7333,-122.24600000000001,209.28961748633878,0.4375,0.0009562841530054645,0.002185792349726776
16080,499950.0,1360,3,2.0,1.0,3,0.0,1986,98107,80s,"(98103.0, 98107.0]",1-2,3,1.0,3,0.0,47.6753,-122.363,367.6102941176471,0.6666666666666666,0.0014705882352941176,0.0022058823529411764
16083,450000.0,2450,3,2.5,2.0,3,0.0,1990,98038,80s,"(98033.0, 98038.0]",2-3,3,2.0,3,0.0,47.3746,-122.02600000000001,183.6734693877551,0.8333333333333334,0.0010204081632653062,0.0012244897959183673
16084,799900.0,3030,4,2.5,2.0,3,0.0,1991,98033,90s,"(98029.0, 98033.0]",2-3,4,2.0,3,0.0,47.68899999999999,-122.196,263.993399339934,0.625,0.0008250825082508251,0.0013201320132013201
16085,495000.0,2480,4,2.5,1.0,4,2.0,1973,98027,70s,"(98023.0, 98029.0]",2-3,4,1.0,4,2.0,47.4579,-121.98100000000001,199.59677419354838,0.625,0.0010080645161290322,0.0016129032258064516
16086,1200000.0,4310,3,3.5,2.0,3,2.0,1988,98177,80s,"(98155.0, 98177.0]",3-4,3,2.0,3,2.0,47.7735,-122.38600000000001,278.42227378190256,1.1666666666666667,0.0008120649651972158,0.0006960556844547563
16087,637000.0,2120,4,2.5,2.0,4,0.0,1983,98052,80s,"(98042.0, 98053.0]",2-3,4,2.0,4,0.0,47.7159,-122.1,300.47169811320754,0.625,0.0011792452830188679,0.0018867924528301887
16088,589000.0,2210,4,1.0,2.0,3,0.0,1901,98122,pre-20s,"(98118.0, 98125.0]",0-1,4,2.0,3,0.0,47.6105,-122.309,266.5158371040724,0.25,0.00045248868778280545,0.0018099547511312218
16089,305000.0,1400,3,1.75,1.0,4,0.0,1976,98059,70s,"(98058.0, 98070.0]",1-2,3,1.0,4,0.0,47.479,-122.132,217.85714285714286,0.5833333333333334,0.00125,0.002142857142857143
16090,600000.0,2760,4,2.25,2.0,3,0.0,1910,98144,pre-20s,"(98133.0, 98155.0]",2-3,4,2.0,3,0.0,47.589,-122.31299999999999,217.3913043478261,0.5625,0.0008152173913043478,0.0014492753623188406
16091,587000.0,2550,4,2.5,2.0,3,0.0,1992,98072,90s,"(98070.0, 98075.0]",2-3,4,2.0,3,0.0,47.7742,-122.166,230.19607843137254,0.625,0.000980392156862745,0.001568627450980392
16092,1430000.0,2220,2,2.5,2.0,3,0.0,2000,98112,90s,"(98107.0, 98115.0]",2-3,2,2.0,3,0.0,47.6364,-122.28,644.1441441441441,1.25,0.0011261261261261261,0.0009009009009009009
16093,250000.0,1320,4,1.0,1.0,5,0.0,1914,98002,pre-20s,"(98000.999, 98004.0]",0-1,4,1.0,5,0.0,47.3098,-122.209,189.3939393939394,0.25,0.0007575757575757576,0.0030303030303030303
16094,515000.0,2440,3,3.0,2.0,4,0.0,1982,98133,80s,"(98125.0, 98133.0]",2-3,3,2.0,4,0.0,47.7152,-122.34200000000001,211.0655737704918,1.0,0.0012295081967213116,0.0012295081967213116
16095,833000.0,3780,4,2.75,2.0,3,0.0,1999,98075,90s,"(98070.0, 98075.0]",2-3,4,2.0,3,0.0,47.589,-121.98299999999999,220.37037037037038,0.6875,0.0007275132275132275,0.0010582010582010583
16096,860000.0,4720,3,3.25,2.0,3,2.0,1998,98059,90s,"(98058.0, 98070.0]",3-4,3,2.0,3,2.0,47.508,-122.113,182.20338983050848,1.0833333333333333,0.0006885593220338983,0.000635593220338983
16097,550000.0,2360,4,3.0,1.0,3,0.0,1949,98115,40s,"(98107.0, 98115.0]",2-3,4,1.0,3,0.0,47.6919,-122.31299999999999,233.05084745762713,0.75,0.001271186440677966,0.001694915254237288
16098,180000.0,890,2,1.0,1.0,2,0.0,1919,98178,pre-20s,"(98177.0, 98199.0]",0-1,2,1.0,2,0.0,47.4976,-122.225,202.24719101123594,0.5,0.0011235955056179776,0.0022471910112359553
16099,507000.0,1770,4,1.75,1.0,4,0.0,1968,98052,60s,"(98042.0, 98053.0]",1-2,4,1.0,4,0.0,47.6935,-122.11200000000001,286.4406779661017,0.4375,0.0009887005649717514,0.0022598870056497176
16100,427000.0,1720,3,2.0,1.0,3,0.0,1994,98027,90s,"(98023.0, 98029.0]",1-2,3,1.0,3,0.0,47.4487,-121.98100000000001,248.25581395348837,0.6666666666666666,0.0011627906976744186,0.0017441860465116279
16101,616950.0,2490,3,3.5,2.0,3,0.0,1999,98005,90s,"(98004.0, 98010.0]",3-4,3,2.0,3,0.0,47.5893,-122.165,247.7710843373494,1.1666666666666667,0.0014056224899598394,0.0012048192771084338
16102,372000.0,1890,4,1.75,1.0,5,0.0,1969,98056,60s,"(98053.0, 98058.0]",1-2,4,1.0,5,0.0,47.5147,-122.193,196.82539682539684,0.4375,0.000925925925925926,0.0021164021164021165
16103,290000.0,1020,2,1.0,1.0,3,0.0,1930,98115,20s,"(98107.0, 98115.0]",0-1,2,1.0,3,0.0,47.6971,-122.31700000000001,284.3137254901961,0.5,0.000980392156862745,0.00196078431372549
16104,329990.0,2420,4,2.75,2.0,3,0.0,1997,98022,90s,"(98010.0, 98023.0]",2-3,4,2.0,3,0.0,47.2089,-122.01100000000001,136.3595041322314,0.6875,0.0011363636363636363,0.001652892561983471
16105,393500.0,1600,3,1.75,1.0,5,0.0,1948,98155,40s,"(98133.0, 98155.0]",1-2,3,1.0,5,0.0,47.7397,-122.3,245.9375,0.5833333333333334,0.00109375,0.001875
16107,240000.0,1720,4,2.25,1.0,4,0.0,1973,98023,70s,"(98010.0, 98023.0]",2-3,4,1.0,4,0.0,47.3192,-122.385,139.53488372093022,0.5625,0.001308139534883721,0.002325581395348837
16108,285000.0,1090,3,1.0,1.0,4,0.0,1973,98166,70s,"(98155.0, 98177.0]",0-1,3,1.0,4,0.0,47.458999999999996,-122.355,261.4678899082569,0.3333333333333333,0.0009174311926605505,0.0027522935779816515
16109,382500.0,1090,3,1.5,1.0,3,0.0,1987,98074,80s,"(98070.0, 98075.0]",1-2,3,1.0,3,0.0,47.6256,-122.036,350.91743119266056,0.5,0.0013761467889908258,0.0027522935779816515
16110,1930000.0,3600,4,3.75,1.0,3,0.0,1951,98112,50s,"(98107.0, 98115.0]",3-4,4,1.0,3,0.0,47.6308,-122.287,536.1111111111111,0.9375,0.0010416666666666667,0.0011111111111111111
16111,800000.0,2760,3,2.5,1.0,3,2.0,1956,98115,50s,"(98107.0, 98115.0]",2-3,3,1.0,3,2.0,47.676,-122.272,289.8550724637681,0.8333333333333334,0.0009057971014492754,0.0010869565217391304
16112,550000.0,2770,4,3.5,2.0,3,0.0,1967,98033,60s,"(98029.0, 98033.0]",3-4,4,2.0,3,0.0,47.6585,-122.186,198.55595667870037,0.875,0.001263537906137184,0.001444043321299639
16113,387846.0,2520,4,1.75,1.0,4,0.0,1954,98028,50s,"(98023.0, 98029.0]",1-2,4,1.0,4,0.0,47.7642,-122.264,153.90714285714284,0.4375,0.0006944444444444445,0.0015873015873015873
16114,367500.0,1960,4,2.0,1.0,3,0.0,1980,98002,70s,"(98000.999, 98004.0]",1-2,4,1.0,3,0.0,47.33,-122.22,187.5,0.5,0.0010204081632653062,0.0020408163265306124
16116,680000.0,1090,3,1.75,1.0,4,0.0,1950,98115,40s,"(98107.0, 98115.0]",1-2,3,1.0,4,0.0,47.6934,-122.321,623.8532110091743,0.5833333333333334,0.0016055045871559634,0.0027522935779816515
16118,370000.0,1220,2,1.0,1.0,4,0.0,1947,98033,40s,"(98029.0, 98033.0]",0-1,2,1.0,4,0.0,47.6934,-122.163,303.27868852459017,0.5,0.000819672131147541,0.001639344262295082
16119,465000.0,1730,3,1.75,1.0,3,0.0,1971,98177,70s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.7694,-122.367,268.78612716763007,0.5833333333333334,0.0010115606936416184,0.0017341040462427746
16120,323000.0,1830,3,2.0,1.0,4,0.0,1979,98058,70s,"(98053.0, 98058.0]",1-2,3,1.0,4,0.0,47.4445,-122.12299999999999,176.50273224043715,0.6666666666666666,0.001092896174863388,0.001639344262295082
16121,270000.0,1600,4,2.5,2.0,3,0.0,2009,98042,00s,"(98038.0, 98042.0]",2-3,4,2.0,3,0.0,47.3678,-122.124,168.75,0.625,0.0015625,0.0025
16122,1320000.0,2040,3,1.75,1.0,3,2.0,1980,98052,70s,"(98042.0, 98053.0]",1-2,3,1.0,3,2.0,47.6479,-122.12,647.0588235294117,0.5833333333333334,0.000857843137254902,0.0014705882352941176
16123,560000.0,2710,4,2.5,2.0,3,0.0,2003,98059,00s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.4922,-122.141,206.6420664206642,0.625,0.0009225092250922509,0.0014760147601476014
16124,450000.0,1140,3,1.0,1.0,3,0.0,1907,98144,pre-20s,"(98133.0, 98155.0]",0-1,3,1.0,3,0.0,47.5897,-122.314,394.7368421052632,0.3333333333333333,0.0008771929824561404,0.002631578947368421
16125,290000.0,930,2,1.0,1.0,3,0.0,1924,98125,20s,"(98118.0, 98125.0]",0-1,2,1.0,3,0.0,47.7091,-122.292,311.8279569892473,0.5,0.001075268817204301,0.002150537634408602
16126,354000.0,1010,3,2.0,1.0,3,0.0,1980,98074,70s,"(98070.0, 98075.0]",1-2,3,1.0,3,0.0,47.6223,-122.04299999999999,350.4950495049505,0.6666666666666666,0.0019801980198019802,0.0029702970297029703
16128,445000.0,1860,3,2.25,1.0,4,0.0,1977,98034,70s,"(98033.0, 98038.0]",2-3,3,1.0,4,0.0,47.7332,-122.19200000000001,239.247311827957,0.75,0.0012096774193548388,0.0016129032258064516
16129,229900.0,1440,3,1.0,1.0,3,0.0,1968,98003,60s,"(98000.999, 98004.0]",0-1,3,1.0,3,0.0,47.2738,-122.3,159.65277777777777,0.3333333333333333,0.0006944444444444445,0.0020833333333333333
16130,610000.0,2980,4,2.5,2.0,3,0.0,2001,98053,00s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.6872,-122.036,204.6979865771812,0.625,0.0008389261744966443,0.0013422818791946308
16131,535000.0,2670,3,3.25,2.0,3,2.0,2000,98065,90s,"(98058.0, 98070.0]",3-4,3,2.0,3,2.0,47.5342,-121.866,200.374531835206,1.0833333333333333,0.0012172284644194756,0.0011235955056179776
16132,437400.0,2150,3,1.75,1.0,4,0.0,1960,98008,50s,"(98004.0, 98010.0]",1-2,3,1.0,4,0.0,47.6253,-122.119,203.4418604651163,0.5833333333333334,0.0008139534883720931,0.0013953488372093023
16134,570000.0,1890,3,2.0,1.0,3,0.0,1949,98006,40s,"(98004.0, 98010.0]",1-2,3,1.0,3,0.0,47.5621,-122.16799999999999,301.58730158730157,0.6666666666666666,0.0010582010582010583,0.0015873015873015873
16135,533000.0,2810,3,2.5,2.0,3,0.0,2004,98011,00s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.7735,-122.227,189.6797153024911,0.8333333333333334,0.0008896797153024911,0.0010676156583629894
16136,555000.0,2690,3,2.5,2.0,3,0.0,2004,98065,00s,"(98058.0, 98070.0]",2-3,3,2.0,3,0.0,47.5302,-121.84899999999999,206.31970260223048,0.8333333333333334,0.0009293680297397769,0.0011152416356877324
16137,239950.0,1230,3,1.75,1.0,4,0.0,1984,98042,80s,"(98038.0, 98042.0]",1-2,3,1.0,4,0.0,47.3675,-122.095,195.08130081300814,0.5833333333333334,0.0014227642276422765,0.0024390243902439024
16138,350000.0,950,3,1.0,1.0,4,0.0,1977,98034,70s,"(98033.0, 98038.0]",0-1,3,1.0,4,0.0,47.7308,-122.19,368.42105263157896,0.3333333333333333,0.0010526315789473684,0.003157894736842105
16139,245000.0,1200,2,1.0,1.0,3,0.0,1943,98106,40s,"(98103.0, 98107.0]",0-1,2,1.0,3,0.0,47.5276,-122.346,204.16666666666666,0.5,0.0008333333333333334,0.0016666666666666668
16140,456000.0,1670,4,1.75,1.0,5,0.0,1947,98125,40s,"(98118.0, 98125.0]",1-2,4,1.0,5,0.0,47.7249,-122.287,273.05389221556885,0.4375,0.0010479041916167664,0.0023952095808383233
16141,465000.0,2140,4,2.25,1.0,4,0.0,1977,98034,70s,"(98033.0, 98038.0]",2-3,4,1.0,4,0.0,47.7213,-122.171,217.28971962616822,0.5625,0.0010514018691588785,0.001869158878504673
16142,445000.0,1440,2,1.75,1.0,3,2.0,2008,98053,00s,"(98042.0, 98053.0]",1-2,2,1.0,3,2.0,47.7092,-122.015,309.02777777777777,0.875,0.0012152777777777778,0.001388888888888889
16145,512500.0,1840,3,2.5,2.0,4,0.0,1997,98116,90s,"(98115.0, 98118.0]",2-3,3,2.0,4,0.0,47.562,-122.39299999999999,278.5326086956522,0.8333333333333334,0.001358695652173913,0.0016304347826086956
16146,365000.0,1250,2,1.0,1.0,4,0.0,1947,98125,40s,"(98118.0, 98125.0]",0-1,2,1.0,4,0.0,47.7294,-122.329,292.0,0.5,0.0008,0.0016
16147,450500.0,1410,3,1.0,1.0,3,0.0,1948,98133,40s,"(98125.0, 98133.0]",0-1,3,1.0,3,0.0,47.7161,-122.33,319.50354609929076,0.3333333333333333,0.0007092198581560284,0.002127659574468085
16148,915000.0,1560,3,1.0,1.0,3,0.0,1952,98004,50s,"(98000.999, 98004.0]",0-1,3,1.0,3,0.0,47.62300000000001,-122.205,586.5384615384615,0.3333333333333333,0.000641025641025641,0.0019230769230769232
16149,205000.0,960,3,1.0,1.0,5,0.0,1960,98002,50s,"(98000.999, 98004.0]",0-1,3,1.0,5,0.0,47.2891,-122.221,213.54166666666666,0.3333333333333333,0.0010416666666666667,0.003125
16150,314000.0,1870,4,2.5,2.0,3,0.0,1992,98188,90s,"(98177.0, 98199.0]",2-3,4,2.0,3,0.0,47.4435,-122.274,167.9144385026738,0.625,0.001336898395721925,0.0021390374331550803
16151,496000.0,900,2,1.0,1.0,3,0.0,1946,98107,40s,"(98103.0, 98107.0]",0-1,2,1.0,3,0.0,47.6695,-122.36,551.1111111111111,0.5,0.0011111111111111111,0.0022222222222222222
16152,329950.0,2050,4,1.0,1.0,3,0.0,1957,98178,50s,"(98177.0, 98199.0]",0-1,4,1.0,3,0.0,47.4916,-122.22399999999999,160.9512195121951,0.25,0.0004878048780487805,0.001951219512195122
16153,375000.0,2400,4,2.0,2.0,3,0.0,1913,98011,pre-20s,"(98010.0, 98023.0]",1-2,4,2.0,3,0.0,47.7607,-122.209,156.25,0.5,0.0008333333333333334,0.0016666666666666668
16154,623000.0,1850,3,2.5,2.0,5,0.0,1989,98033,80s,"(98029.0, 98033.0]",2-3,3,2.0,5,0.0,47.6908,-122.169,336.7567567567568,0.8333333333333334,0.0013513513513513514,0.0016216216216216215
16155,310000.0,1220,4,1.5,1.0,3,0.0,1980,98014,70s,"(98010.0, 98023.0]",1-2,4,1.0,3,0.0,47.6462,-121.90899999999999,254.0983606557377,0.375,0.0012295081967213116,0.003278688524590164
16156,532500.0,3140,3,3.25,1.0,3,0.0,1984,98065,80s,"(98058.0, 98070.0]",3-4,3,1.0,3,0.0,47.5244,-121.84200000000001,169.5859872611465,1.0833333333333333,0.001035031847133758,0.0009554140127388535
16157,960000.0,2410,4,2.25,2.0,5,2.0,1929,98117,20s,"(98115.0, 98118.0]",2-3,4,2.0,5,2.0,47.6796,-122.402,398.3402489626556,0.5625,0.0009336099585062241,0.0016597510373443983
16158,598000.0,3130,4,2.5,2.0,3,0.0,1994,98045,90s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.4761,-121.723,191.05431309904154,0.625,0.0007987220447284345,0.0012779552715654952
16159,683000.0,2300,3,2.5,2.0,3,2.0,1998,98027,90s,"(98023.0, 98029.0]",2-3,3,2.0,3,2.0,47.5504,-122.07700000000001,296.95652173913044,0.8333333333333334,0.0010869565217391304,0.0013043478260869566
16162,375000.0,1190,3,1.0,1.0,4,0.0,1953,98166,50s,"(98155.0, 98177.0]",0-1,3,1.0,4,0.0,47.4319,-122.339,315.12605042016804,0.3333333333333333,0.0008403361344537816,0.0025210084033613447
16163,250500.0,1710,3,2.0,2.0,4,0.0,1988,98023,80s,"(98010.0, 98023.0]",1-2,3,2.0,4,0.0,47.2917,-122.37299999999999,146.49122807017545,0.6666666666666666,0.0011695906432748538,0.0017543859649122807
16164,257000.0,1900,4,1.75,1.5,3,0.0,1922,98010,20s,"(98004.0, 98010.0]",1-2,4,1.5,3,0.0,47.3102,-122.023,135.26315789473685,0.4375,0.0009210526315789473,0.002105263157894737
16165,218000.0,880,3,1.0,1.0,4,0.0,1945,98178,40s,"(98177.0, 98199.0]",0-1,3,1.0,4,0.0,47.5013,-122.244,247.72727272727272,0.3333333333333333,0.0011363636363636363,0.003409090909090909
16166,460000.0,2060,3,2.0,1.0,3,0.0,1929,98126,20s,"(98125.0, 98133.0]",1-2,3,1.0,3,0.0,47.5705,-122.376,223.3009708737864,0.6666666666666666,0.000970873786407767,0.0014563106796116505
16167,255544.0,1360,3,1.0,1.5,4,0.0,1941,98133,40s,"(98125.0, 98133.0]",0-1,3,1.5,4,0.0,47.7503,-122.334,187.9,0.3333333333333333,0.0007352941176470588,0.0022058823529411764
16168,560000.0,1680,2,2.0,1.0,3,0.0,2008,98053,00s,"(98042.0, 98053.0]",1-2,2,1.0,3,0.0,47.7088,-122.015,333.3333333333333,1.0,0.0011904761904761906,0.0011904761904761906
16169,480000.0,2980,4,2.5,2.0,3,0.0,2011,98019,10s,"(98010.0, 98023.0]",2-3,4,2.0,3,0.0,47.733999999999995,-121.965,161.0738255033557,0.625,0.0008389261744966443,0.0013422818791946308
16171,580000.0,2650,3,2.75,1.0,3,0.0,1989,98028,80s,"(98023.0, 98029.0]",2-3,3,1.0,3,0.0,47.768,-122.259,218.8679245283019,0.9166666666666666,0.0010377358490566038,0.0011320754716981133
16172,475000.0,1700,3,2.5,1.0,3,0.0,1998,98126,90s,"(98125.0, 98133.0]",2-3,3,1.0,3,0.0,47.5369,-122.37799999999999,279.4117647058824,0.8333333333333334,0.0014705882352941176,0.0017647058823529412
16173,1310000.0,2680,4,2.5,1.0,3,4.0,1956,98166,50s,"(98155.0, 98177.0]",2-3,4,1.0,3,4.0,47.4396,-122.353,488.8059701492537,0.625,0.0009328358208955224,0.0014925373134328358
